"","locus","BG11_Control","BG11_Lys","difference","Gene name","Product"
"578","slr0467",0.14257920578986,0.153723562927657,-0.0111443571377967,"natA","conserved component of ABC transporter for natu ral amino acids"
"579","slr0559",-0.424697447044527,0.00719514467615236,-0.431892591720679,"natB","periplasmic binding protein of ABC transporter for natural amino acids"
"580","ssl0453",-0.21887918553952,0.248151856483138,-0.467031042022658,"nblA2","phycobilisome degradation protein NblA"
"581","ssl0452",0.0861798663864192,0.484461384359632,-0.398281517973213,"nblA1","phycobilisome degradation protein NblA"
"582","slr0851",-0.493156628708876,-0.203027574935175,-0.290129053773701,"ndbA","type 2 NADH dehydrogenase"
"583","slr1743",0.20897385239577,0.452315066997278,-0.243341214601507,"ndbB","type 2 NADH dehydrogenase NdbB"
"584","sll1484",-0.296036488605415,0.117528142698055,-0.413564631303469,"ndbC","type 2 NADH dehydrogenase"
"585","sll0519",-1.89977260607492,-1.76298634934906,-0.13678625672586,"ndhA","NADH dehydrogenase subunit 1"
"586","sll0223",-1.51766906648121,-1.54969980149913,0.0320307350179274,"ndhB","NADH dehydrogenase subunit 2"
"587","slr1279",-1.34918912747142,-1.70935119659938,0.360162069127963,"ndhC","NADH dehydrogenase subunit 3"
"588","slr0331",0.147345114556208,-0.545536768113458,0.692881882669666,"ndhD1","NADH dehydrogenase subunit 4 (involved in photo system-1 cyclic electron flow)"
"589","slr1291",-0.0186393599628722,-0.0101505688243651,-0.00848879113850708,"ndhD2","NADH dehydrogenase subunit 4"
"590","sll1733",-2.17794828488955,-1.56414618537017,-0.613802099519383,"ndhD3","NADH dehydrogenase subunit 4 (involved in low C O2-inducible;  high affinity CO2 uptake)"
"591","sll0027",-0.0562618645101039,-0.397484505132677,0.341222640622573,"ndhD4","NADH dehydrogenase subunit 4 (involved in const itutive;  low affinity CO2 uptake)"
"592","slr2007",0.0823963287912696,0.125120819821486,-0.0427244910302166,"ndhD5","NADH dehydrogenase subunit 4"
"593","sll0522",-1.91088814427532,-1.8791508338531,-0.0317373104222181,"ndhE","NADH dehydrogenase subunit 4L"
"594","slr2009",-0.173118924813982,0.141923374943427,-0.315042299757409,"ndhD6","NADH dehydrogenase subunit 4"
"595","sll1732",-2.42339023395582,-1.62599016818192,-0.797400065773895,"ndhF3","NADH dehydrogenase subunit 5 (involved in low C O2-inducible;  high affinity CO2 uptake)"
"596","slr0844",-0.0797583300330305,-0.685211669388715,0.605453339355684,"ndhF1","NADH dehydrogenase subunit 5"
"597","sll0026",0.0564759483175847,-0.504536674296948,0.561012622614533,"ndhF4","NADH dehydrogenase subunit 5 (involved in const itutive;  low affinity CO2 uptake)"
"598","sll0521",-1.87329949697547,-1.86516387968576,-0.00813561728971135,"ndhG","NADH dehydrogenase subunit 6"
"599","slr0261",-2.86127603790336,-3.00583812103951,0.144562083136158,"ndhH","NADH dehydrogenase subunit 7"
"600","sll0520",-1.70590706778702,-1.62228748036853,-0.0836195874184997,"ndhI","NADH dehydrogenase subunit NdhI"
"601","slr1281",-2.30794288125926,-2.26371646168002,-0.0442264195792466,"ndhJ","NADH dehydrogenase subunit I"
"602","slr1280",-2.55240498315398,-2.50224108239503,-0.0501639007589509,"ndhK","NADH dehydrogenase subunit NdhK"
"603","sll8031",-0.136737266983509,-0.0965195532939528,-0.0402177136895561,"sll8031","hypothetical protein"
"604","sll8031",-0.136737266983509,-0.0965195532939528,-0.0402177136895561,"ndhK2","NADH dehydrogenase subunit"
"605","ssr1386",-2.48777326106463,-2.42876419693759,-0.0590090641270402,"ndhL","NADH dehydrogenase subunit NdhL"
"606","sll1852",0.148847310160067,-0.0337333014253989,0.182580611585466,"ndkR","nucleoside diphosphate kinase"
"607","sll0741",-0.0570323078606614,-0.130993824361222,0.0739615165005605,"nifJ","pyruvate flavodoxin oxidoreductase"
"608","sll0704",0.477722424990599,0.31153817829342,0.166184246697179,"nifS","cysteine desulfurase"
"609","slr0387",0.12920011151526,0.253946721578118,-0.124746610062857,"nifS","cysteine desulfurase NifS"
"610","slr0077",-0.360417027734109,-0.0174623802061109,-0.342954647527998,"nifS","cysteine desulfurase"
"611","slr0898",0.42486103633882,-0.693753358354988,1.11861439469381,"nirA","ferredoxin--nitrite reductase"
"612","slr0993",-0.700865845418285,-1.48632569047224,0.78545984505395,"nlpD","putative peptidase"
"613","sll1154",-0.275745848712684,-0.339918411030577,0.0641725623178931,"norA","putative antibiotic efflux protein"
"614","sll0450",0.476967130995857,-0.307225652540221,0.784192783536079,"norB","cytochrome b subunit of nitric oxide reductase"
"615","sll0842",-0.000979132388244498,-0.00675284545591793,0.00577371306767343,"nplT","neopullulanase"
"616","slr1164",-3.2217432794749,-2.20470452971556,-1.01703874975934,"nrdA","ribonucleotide reductase subunit alpha"
"617","slr0796",-0.202979713841878,0.0220646034592736,-0.225044317301151,"nrsD","nickel permease involved in nickel and cobalt t olerance"
"618","sll1450",-0.302127913368476,-0.720372370835028,0.418244457466552,"nrtA","nitrate/nitrite transport system substrate-bind ing protein"
"619","sll1451",-0.0449102228857708,-0.847130851784855,0.802220628899085,"nrtB","nitrate/nitrite transport system permease prote in"
"620","sll1452",-0.248718307147583,-1.00030695148315,0.751588644335562,"nrtC","nitrate/nitrite transport system ATP-binding pr otein"
"621","slr0043",-0.400303474710658,-0.441407816628972,0.0411043419183142,"cmpC","bicarbonate transport system ATP-binding protei n"
"622","sll1082",-0.0015355330295815,0.211515554110057,-0.213051087139639,"nrtD","ABC transport system ATP-binding protein"
"623","sll1453",-0.175520311390532,-0.821646969223583,0.646126657833051,"nrtD","nitrate/nitrite transport system ATP-binding pr otein"
"624","slr0044",-0.589156655816694,-0.526972559434491,-0.0621840963822026,"cmpD","bicarbonate transport system ATP-binding protei n"
"625","sll1423",-0.286774342101495,-0.658315014604817,0.371540672503322,"ntcA;  ycf28","global nitrogen regulator"
"626","slr0395",0.310590639414645,-0.0269200730184386,0.337510712433084,"ntcB","nitrate assimilation transcriptional activator;  LysR family protein"
"627","slr1822",0.194508272722144,0.0335187159653344,0.16098955675681,"nth","endonuclease III"
"628","slr1509",0.0465201994720211,-0.392544370682093,0.439064570154114,"ktrB;  ntpJ","membrane subunit of a Ktr-like ion transport sy stem"
"629","sll0656",0.133127757234039,-0.0928019390811149,0.225929696315154,"nucH","unknown protein"
"630","slr0743",-0.0141848823061206,1.82369733423677,-1.83788221654289,"nusA","similar to N utilization substance protein"
"631","sll0271",0.0946420955307289,0.830100168762197,-0.735458073231469,"nusB","N utilization substance protein B homolog"
"632","sll1742",-0.594070757855282,-2.44983069008517,1.85575993222989,"nusG","transcription antitermination protein NusG"
"633","sll0828",0.248217500871642,0.241129039005289,0.00708846186635306,"nylA","putative amidase"
"634","sll1841",-2.22676689577176,-1.66130001900096,-0.5654668767708,"odhB","pyruvate dehydrogenase dihydrolipoamide acetylt ransferase component (E2)"
"635","slr1734",0.148025925363131,1.62188340105588,-1.47385747569275,"opcA","glucose 6-phosphate dehydrogenase assembly prot ein"
"636","sll1566",0.250392160157084,-0.230819493142741,0.481211653299824,"ggpS","glucosylglycerolphosphate synthase"
"637","slr0753",-0.250182031777409,0.274975832971686,-0.525157864749094,"slr0753","probable transport protein"
"638","slr0526",-0.93544274227525,-1.7363204833134,0.800877741038149,"panB","3-methyl-2-oxobutanoate hydroxymethyltransferas e"
"639","sll1249",0.130734987686904,-0.00850035565811985,0.139235343345023,"panC","pantothenate synthetase/cytidylate kinase"
"640","sll0892",0.11971148424781,-0.284021671885065,0.403733156132876,"panD","aspartate 1-decarboxylase"
"641","sll1167",-0.181198497430338,0.215474731924589,-0.396673229354927,"pbp","unknown protein"
"642","sll1205",-0.0304099388267491,-0.0909744927635875,0.0605645539368384,"pchR","transcriptional regulator"
"643","slr1489",-0.0228337592252171,-0.142254725744921,0.119420966519703,"pchR","transcriptional regulator"
"644","sll1253",0.0979341997845179,-0.0771826397615726,0.17511683954609,"pcnB","similar to polyA polymerase"
"645","sll0825",-1.24873582515828,-1.20155826681128,-0.0471775583469962,"pcnB","polyA polymerase"
"646","slr0506",-0.106976325469332,1.97561433663481,-2.08259066210414,"por","light-dependent NADPH-protochlorophyllide oxido reductase"
"647","sll1408",0.0900097324383536,0.283099289681567,-0.193089557243214,"pcrR","transcriptional regulator"
"648","sll1721",-1.56881969858088,-0.690633037586503,-0.878186660994381,"pdhB","pyruvate dehydrogenase E1 component;  beta subun it"
"649","slr1254",-0.770147330201264,-1.18175150279635,0.411604172595087,"pds;  crtD;  crtP","phytoene dehydrogenase (phytoene desaturase)"
"650","sll0660",0.0570073556513093,-0.749139722292586,0.806147077943895,"pdxA","pyridoxal phosphate biosynthetic protein PdxA"
"651","sll1440",-0.121057806880498,-0.478619141787418,0.35756133490692,"pdxH","pyridoxamine 5'-phosphate oxidase"
"652","slr1779",0.581508202091571,0.00192297938269369,0.579585222708877,"pdxJ","pyridoxal phosphate biosynthetic protein PdxJ"
"653","sll0136",0.286035894213827,-0.79076827028765,1.07680416450148,"pepP","aminopeptidase P"
"654","sll1435",-2.55806185965203,-1.89462841408518,-0.663433445566852,"pet112","glutamyl-tRNA(Gln) amidotransferase subunit B"
"655","sll1317",-1.57388667957318,-1.17086523753272,-0.403021442040463,"petA","apocytochrome f;   component of cytochrome b6/f complex"
"656","slr0342",-1.30025282767882,-0.777431669744825,-0.522821157933999,"petB","cytochrome b6"
"657","sll1316",-1.01522389566309,-1.43260327026332,0.417379374600231,"petC1","cytochrome b6-f complex iron-sulfur subunit (Ri eske iron sulfur protein)"
"658","sll1182",-0.150096923482412,0.116902452451474,-0.266999375933886,"petC3","cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein)"
"659","slr1185",0.230921061315268,0.229363850476225,0.00155721083904334,"petC2","cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein)"
"660","slr0343",-1.51101920963427,-1.19376786122133,-0.317251348412936,"petD","cytochrome b6-f complex subunit 4"
"661","sll0199",-0.653182556417525,-0.591909274998291,-0.0612732814192345,"petE","plastocyanin"
"662","slr1828",-0.0351770213715031,0.179165812849352,-0.214342834220855,"petF;  fdx","ferredoxin;  petF-like protein"
"663","sll1382",0.115585467858105,0.0494870576319398,0.0660984102261651,"petF;  fdx","ferredoxin;  petF-like protein"
"664","slr0150",0.476703745709845,0.12909400825434,0.347609737455505,"petF;  fdx","ferredoxin;  petF-like protein"
"665","ssl0020",1.16837656622247,0.253355092390989,0.915021473831483,"petF","ferredoxin I;  essential for growth"
"666","smr0010",-1.04864315154966,-1.21431626723467,0.165673115685006,"petG","cytochrome b6-f complex subunit 5"
"667","slr1643",0.919213061475997,-0.997249387729452,1.91646244920545,"petH","ferredoxin-NADP oxidoreductase"
"668","sll1796",-0.46768862390188,1.4339827447696,-1.90167136867148,"petJ","cytochrome c553"
"669","smr0003",0.155387432388607,0.284290398657526,-0.128902966268919,"petM","cytochrome b6-f complex subunit PetM"
"670","sll1196",0.109744161533026,0.274713852794334,-0.164969691261307,"pfkA1","phosphofructokinase"
"671","sll0745",-0.00939410131243508,0.52423544771325,-0.533629549025685,"pfkA2","phosphofructokinase"
"672","slr1349",-0.486145456922817,-0.360563736495537,-0.12558172042728,"pgi","glucose-6-phosphate isomerase"
"673","slr0394",0.246931527074173,-0.483694640124318,0.730626167198491,"pgk","phosphoglycerate kinase"
"674","sll0726",-0.234781909081137,-0.0946351656262703,-0.140146743454867,"pgm1","phosphoglucomutase"
"675","sll1522",0.0811943350272847,0.441185492426573,-0.359991157399288,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phos phatidyltransferase"
"676","slr1106",0.0242961975540299,0.00235517655526444,0.0219410209987654,"phb","prohibitin"
"677","slr1830",0.198761072943238,0.288639752727091,-0.0898786797838526,"phaC","poly(3-hydroxyalkanoate) synthase"
"678","slr1096",-0.427767706050794,-0.983964260288993,0.556196554238199,"phdD","dihydrolipoamide dehydrogenase"
"679","sll1662",-2.26140256297824,-1.49158689548172,-0.769815667496526,"pheA","probable prephenate dehydratase"
"680","sll0454",-0.68239413717602,-1.08023484350312,0.397840706327102,"pheS","phenylalanyl-tRNA synthetase alpha chain"
"681","sll1553",-1.00465441235876,-1.21740899140493,0.212754579046174,"pheT","phenylalanyl-tRNA synthetase"
"682","sll0222",0.102393048771734,0.183290495901655,-0.0808974471299205,"phoA","putative purple acid phosphatase"
"683","slr2047",0.0911861415059984,0.0875352223419991,0.00365091916399925,"phoH","PhoH like protein"
"684","slr0741",0.565249012337948,2.76036535077848,-2.19511633844053,"phoU","transcriptional regulator"
"685","sll1629",0.193236357320348,-0.134939563083217,0.328175920403565,"phr","bacterial cryptochrome"
"686","slr0854",-0.0614810125851294,-0.274846554919018,0.213365542333888,"phrA","DNA photolyase"
"687","slr0473",0.16783494227635,0.0794117336541017,0.0884232086222481,"cph1;  hik35","cyanobacterial phytochrome 1;  two-component sen sor histidine kinase"
"688","slr0163",0.0694128731597027,0.0298362883090042,0.0395765848506985,"pilC'","a part of pilC;  pilin biogenesis protein;  requi red for twitching motility"
"689","sll1294",-0.0426931089119984,0.524893846369032,-0.567586955281031,"pilJ","methyl-accepting chemotaxis protein"
"690","slr1274",-0.246989821221943,0.33756081156492,-0.584550632786862,"pilM","probable fimbrial assembly protein PilM;  requir ed for motility"
"691","sll1533",0.662512241593884,-1.62763590792796,2.29014814952185,"pilT2","twitching mobility protein"
"692","slr0161",0.251337693865358,-0.196411962720408,0.447749656585765,"pilT1","twitching motility protein PilT"
"693","slr1225",-0.379444070756121,0.0822693959334039,-0.461713466689525,"pknA","serine/threonine kinase"
"694","slr1443",-0.00735925350434259,0.367024441016694,-0.374383694521037,"pknA","serine/threonine kinase"
"695","slr1697",0.220303086120271,0.360301304239063,-0.139998218118792,"pknA","serine/threonine kinase"
"696","sll0776",-0.15294034362731,0.237539513497373,-0.390479857124683,"spkD","serine/threonine kinase"
"697","slr1798",0.0226192065814639,0.152496779905613,-0.12987757332415,"pleD","unknown protein"
"698","slr0687",0.0445637573006951,-0.00181335737893973,0.0463771146796348,"pleD","probable two-component response regulator"
"699","slr1047",0.063633952343352,0.0943331862249618,-0.0306992338816097,"pleD","hypothetical protein"
"700","slr1510",-0.762651518732366,2.11814521438735,-2.88079673311972,"plsX","fatty acid/phospholipid synthesis protein PlsX"
"701","sll1614",-0.0525653041210406,-0.0567127761984848,0.00414747207744427,"pma1","cation-transporting P-type ATPase"
"702","slr1435",0.273227436821105,-0.417068725180105,0.69029616200121,"pmbA","PmbA protein homolog"
"703","sll1968",0.951179018153614,2.806090581807,-1.85491156365338,"pmgA","photomixotrophic growth related protein;  PmgA"
"704","sll1043",-1.09420478941769,-1.2748488568549,0.180644067437212,"pnp","polyribonucleotide nucleotidyltransferase"
"705","slr1239",-0.791924129565914,-0.131005311391099,-0.660918818174816,"pntA","pyridine nucleotide transhydrogenase alpha subu nit"
"706","slr1434",-0.0545242684654674,-0.0565623171234343,0.00203804865796693,"pntB","pyridine nucleotide transhydrogenase beta subun it"
"707","sll1297",0.00122188082257202,-0.0829401690829997,0.0841620499055717,"pobA","probable dioxygenase;  Rieske iron-sulfur compon ent"
"708","slr0707",-0.488671288376094,-0.0178023953135524,-0.470868893062542,"polA","DNA polymerase I"
"709","sll0002",-0.181866900289989,0.542380082935433,-0.724246983225422,"ponA","penicillin-binding protein"
"710","slr1622",0.458557314960825,0.0420787344171505,0.416478580543675,"ppa","soluble inorganic pyrophosphatase"
"711","sll0920",-1.74939170236727,-1.66655737911126,-0.0828343232560169,"ppc","phosphoenolpyruvate carboxylase"
"712","slr0090",0.317529059723134,0.232165926958571,0.0853631327645631,"ppd","probable 4-hydroxyphenylpyruvate dioxygenase"
"713","sll0227",0.598353118581008,0.129576082640533,0.468777035940475,"ppiB","peptidyl-prolyl cis-trans isomerase B;  periplas mic protein"
"714","sll0290",0.428722491221208,-0.155651509614232,0.58437400083544,"ppk","polyphosphate kinase"
"715","slr0301",0.265166465310447,-0.182044825946357,0.447211291256803,"ppsA","phosphoenolpyruvate synthase"
"716","sll1546",-0.603350778689455,-0.654091855074635,0.0507410763851793,"ppx","exopolyphosphatase"
"717","sll0915",0.175268198782749,0.238612398268498,-0.0633441994857492,"pqqE","periplasmic protease"
"718","slr1751",-1.2084801345006,-0.944384230108884,-0.264095904391717,"prc","periplasmic carboxyl-terminal protease"
"719","sll1110",0.171652643289851,-0.528061579660124,0.699714222949974,"prfA","peptide chain release factor 1"
"720","sll1865",-0.156337451171738,-0.174494694729997,0.0181572435582587,"prfB","peptide chain release factor 2"
"721","slr1228",-0.681217689508514,-0.470562773597357,-0.210654915911157,"prfC","peptide-chain-release factor 3"
"722","sll0270",-0.0883276650579404,0.0878036418782073,-0.176131306936148,"priA","primosomal protein N'"
"723","sll1525",-1.74695485029137,-2.11795766054249,0.371002810251117,"prk","phosphoribulokinase"
"724","slr0659",0.0179509426235607,0.24204181820167,-0.22409087557811,"prlC","oligopeptidase A"
"725","sll1909",0.201663209752036,0.243692969182621,-0.0420297594305856,"prmA","probable methyltransferase"
"726","sll0461",0.0825695068778937,-0.252648699887702,0.335218206765596,"proA","gamma-glutamyl phosphate reductase"
"727","sll0373",0.241978787217979,-0.973643675498105,1.21562246271608,"proA","gamma-glutamyl phosphate reductase"
"728","slr2035",0.180383204378118,-0.00793251859415995,0.188315722972278,"proB","glutamate 5-kinase"
"729","slr0661",-0.134569663189436,-0.518447802578449,0.383878139389013,"proC","pyrroline-5-carboxylate reductase"
"730","sll1425",-0.961576385922809,-1.36824506989166,0.406668683968851,"proS","proline-tRNA ligase"
"731","sll0469",-2.21204803022833,-1.70309335119942,-0.508954679028907,"prsA","ribose-phosphate pyrophosphokinase"
"732","slr1834",-1.87293713965002,-0.973072989472956,-0.899864150177064,"psaA","P700 apoprotein subunit Ia"
"733","slr1835",-1.66417510555399,-0.739450863646103,-0.924724241907887,"psaB","P700 apoprotein subunit Ib"
"734","ssl0563",-1.80547990927285,-0.917506831350849,-0.887973077922001,"psaC","photosystem I subunit VII"
"735","slr0737",-1.12215181455173,-0.785877174504667,-0.336274640047063,"psaD","photosystem I subunit II"
"736","ssr2831",-0.350346173133655,0.0770042123643371,-0.427350385497992,"psaE","photosystem I subunit IV"
"737","sll0819",-0.28037678387102,-0.00577324641459932,-0.27460353745642,"psaF","photosystem I reaction center subunit III precu rsor (PSI-F);  plastocyanin (cyt c553) docking protein"
"738","smr0004",-0.784173341733899,1.94339169492653,-2.72756503666043,"psaI","photosystem I subunit VIII"
"739","sml0008",-0.424451089455449,-0.349169897750778,-0.0752811917046706,"psaJ","photosystem I subunit IX"
"740","ssr0390",-0.104676535299327,0.22814998764341,-0.332826522942738,"psaK1","photosystem I reaction center subunit X"
"741","sll0629",0.056557897057067,0.274981681749717,-0.21842378469265,"psaK2","alternative photosystem I reaction center subun it X"
"742","slr1655",-1.12798257470057,1.19375126848908,-2.32173384318965,"psaL","photosystem I subunit XI"
"743","smr0005",-0.134459274141387,0.804971951941718,-0.939431226083105,"psaM","photosystem I subunit XII"
"744","sll1398",0.396130026322768,-0.117132433132228,0.513262459454996,"psb28;  psbW;  psb13;  ycf79","photosystem II reaction center 13 kDa protein"
"745","slr1181",-0.471986889407958,-0.52253380614158,0.0505469167336225,"psbA1","photosystem II D1 protein"
"746","slr1311",-0.03880813947014,0.0183384635191274,-0.0571466029892674,"psbA2","photosystem II D1 protein"
"747","sll1867",0.110670096512641,0.12110895421762,-0.0104388577049798,"psbA3","photosystem II D1 protein"
"748","slr0906",-0.535741180752609,-0.82574374108599,0.290002560333381,"psbB","photosystem II core light harvesting protein"
"749","sll0851",-1.40773114157258,-0.967073577004712,-0.440657564567868,"psbC","photosystem II CP43 protein"
"750","sll0849",-1.07163701433275,-1.17230918293176,0.100672168599003,"psbD1","photosystem II reaction center D2 protein"
"751","slr0927",-0.644148714156432,-0.586027966045824,-0.0581207481106084,"psbD2","photosystem II reaction center D2 protein"
"752","ssr3451",-0.533526548661623,0.0980973137666116,-0.631623862428234,"psbE","cytochrome b559 alpha subunit"
"753","smr0006",-0.578107628993526,-0.246425623211121,-0.331682005782405,"psbF","cytochrome b559 b subunit"
"754","ssl2598",-0.673046287731436,-0.888629053944116,0.215582766212681,"psbH","photosystem II PsbH protein"
"755","sml0001",-0.59165216449207,-0.33034196628277,-0.2613101982093,"psbI","photosystem II reaction center PsbI protein"
"756","smr0008",-1.09573141327632,-1.02526851688325,-0.0704628963930678,"psbJ","photosystem II PsbJ protein"
"757","sml0005",-1.64700096600912,-1.17624551011636,-0.470755455892758,"psbK","photosystem II PsbK protein"
"758","smr0007",-1.00377455208399,-0.312587175096024,-0.691187376987963,"psbL","photosystem II PsbL protein"
"759","sml0003",-0.234000557984327,-0.130706422658353,-0.103294135325974,"psbM","photosystem II reaction center M protein"
"760","smr0009",-0.137383822868124,-0.132006235656211,-0.00537758721191239,"psbN","photosystem II PsbN protein"
"761","sll0427",-0.847884590827504,-1.12511949289956,0.277234902072052,"psbO","photosystem II manganese-stabilizing polypeptid e"
"762","smr0001",0.342639827850293,0.695238224211268,-0.352598396360975,"psbT;  ycf8","photosystem II PsbT protein"
"763","sll1194",-0.266978762030285,-0.358149691148823,0.0911709291185379,"psbU","photosystem II 12 kDa extrinsic protein"
"764","sll0258",-0.467738281957275,-0.82959506517803,0.361856783220755,"psbV","cytochrome c550"
"765","sml0002",-0.269282417527858,-0.378924280719406,0.109641863191548,"psbX","photosystem II PsbX protein"
"766","slr1645",-0.0903035550741497,-0.254681974107441,0.164378419033291,"psb27;  psbZ","photosystem II 11 kD protein"
"767","slr0883",0.154033154329762,0.475446990467226,-0.321413836137463,"psr","hypothetical protein"
"768","slr1249",-0.734697575956912,-0.55329442497885,-0.181403150978062,"pstA","phosphate transport system permease protein Pst A homolog"
"769","sll0682",-0.190873268829584,-1.00036880271845,0.809495533888863,"pstA","phosphate transport system permease protein Pst A homolog"
"770","slr1250",0.137809070657377,-0.01044633032161,0.148255400978987,"pstB","phosphate transport ATP-binding protein PstB ho molog"
"771","sll0684",0.232446206950461,-0.539152535272255,0.771598742222717,"pstB","phosphate transport ATP-binding protein PstB ho molog"
"772","sll0683",0.18517216423079,-0.369459236717975,0.554631400948764,"pstB","phosphate transport ATP-binding protein PstB ho molog"
"773","slr1248",0.412738101949324,0.00323048170262291,0.409507620246701,"pstC","phosphate transport system permease protein Pst C homolog"
"774","sll0681",0.262283644223988,-0.475592182585137,0.737875826809125,"pstC","phosphate transport system permease protein Pst C homolog"
"775","slr1247",-0.16148515255941,0.209354711737039,-0.370839864296448,"pstS","phosphate-binding periplasmic protein precursor (PBP)"
"776","sll0680",-0.597217369385778,0.764677409569808,-1.36189477895559,"pstS","phosphate-binding periplasmic protein precursor (PBP)"
"777","slr2132",-0.0176587164105225,0.10409831480918,-0.121757031219702,"pta","phosphotransacetylase"
"778","slr0922",0.381402523624254,0.347163629880499,0.0342388937437551,"pth","peptidyl-tRNA hydrolase"
"779","sll1823",0.0597036703203558,-1.42909080604796,1.48879447636832,"purA","adenylosuccinate synthetase"
"780","sll0421",0.0723315397710723,-1.09660143837079,1.16893297814187,"purB","adenylosuccinate lyase"
"781","slr1226",-1.30289570633261,-1.14955520192671,-0.153340504405894,"purC","phosphoribosyl aminoidazole succinocarboxamide synthetase"
"782","slr1159",-0.513027373719689,-1.4424090215281,0.929381647808407,"purD","glycinamide ribonucleotide synthetase"
"783","sll0901",0.332678238697814,-0.417321688839581,0.749999927537396,"purE","phosphoribosylaminoimidazole carboxylase"
"784","sll0757",-1.62774875353329,-0.886025238418648,-0.741723515114638,"purF","amidophosphoribosyltransferase"
"785","slr0597",-0.340031305868274,-0.672050925146727,0.332019619278453,"purH","phosphoribosyl aminoimidazole carboxy formyl fo rmyltransferase/inosinemonophosphate cyclohydrolase (PUR- H(J))"
"786","sll0578",-1.24140979858892,-1.64132781052525,0.399918011936324,"purK","phosphoribosylaminoimidazole carboxylase ATPase subunit"
"787","sll1056",-0.582476841300388,-0.806478858910317,0.224002017609929,"purL","phosphoribosylformyl glycinamidine synthetase I I"
"788","slr0520",-0.315089916774231,-0.502157874760572,0.187067957986341,"purL","phosphoribosyl formylglycinamidine synthase"
"789","slr0838",-0.141614514411348,-0.121488613054323,-0.0201259013570257,"purM","phosphoribosyl formylglycinamidine cyclo-ligase"
"790","slr0477",0.0224972239581486,2.91154682189665,-2.8890495979385,"purN","phosphoribosylglycinamide formyltransferase"
"791","slr0861",0.131081374404351,0.416367308543021,-0.28528593413867,"purT","glycinamide ribonucleotide transformylase"
"792","sll0070",0.0582103309433272,0.793055115755377,-0.734844784812049,"purU","phosphoribosylglycinamide formyltransferase"
"793","sll1561",0.743353268440925,0.164390464239163,0.578962804201762,"putA","proline oxidase"
"794","slr1596",-0.582513592653521,-0.0324274423544734,-0.550086150299047,"pxcA","a protein in the cytoplasmic membrane involved in light-induced proton extrusion."
"795","sll1275",0.459246260639212,-0.139270564304058,0.59851682494327,"pykF","pyruvate kinase 2"
"796","sll0587",-0.00690912601001816,0.278352012973811,-0.285261138983829,"pykF","pyruvate kinase"
"797","slr1476",-0.537202497504273,0.414369279346074,-0.951571776850346,"pyrB","aspartate carbamoyltransferase"
"798","sll1018",-0.562287574661675,-0.281231793925583,-0.281055780736092,"pyrC","dihydroorotase"
"799","slr0406",0.531360671072912,-0.0790328488046384,0.61039351987755,"pyrC","dihydroorotase"
"800","slr1418",0.654616119523833,0.0661317247189889,0.588484394804844,"pyrD","dihydroorotate dehydrogenase"
"801","sll0838",-0.228956553627748,-1.12034113605239,0.891384582424646,"pyrF","orotidine 5' monophosphate decarboxylase"
"802","sll1443",-0.0376149827786509,-1.10811770775848,1.07050272497983,"pyrG","CTP synthetase"
"803","sll0144",-0.86876718323124,-1.72235444665539,0.853587263424147,"pyrH","uridine monophosphate kinase"
"804","sll0368",0.230144559466513,-0.857044790974716,1.08718935044123,"pyrR","uracil phosphoribosyltransferase"
"805","slr1255",-1.13388596425219,-1.85541620391659,0.721530239664398,"pys;  crtB","phytoene synthase"
"806","sll0467",-0.672073043577233,-0.534041721093871,-0.138031322483362,"queA","S-adenosylmethionine:tRNA ribosyltransferase-is omerase"
"807","sll0766",0.111922811042553,0.260823755454171,-0.148900944411618,"radC","DNA repair protein RadC"
"808","sll0829",0.100290829800414,0.341878479446382,-0.241587649645968,"rapQ","probable methyltransferase"
"809","slr0009",0.701779983397835,-0.476459949069531,1.17823993246737,"rbcL","ribulose bisphosphate carboxylase large subunit"
"810","sll1594",0.825484497705343,-0.0534828297873007,0.878967327492644,"ndhR","ndhF3 operon transcriptional regulator;  LysR fa mily protein"
"811","slr0012",0.316982879082678,-0.513145110210157,0.830127989292835,"rbcS","ribulose bisphosphate carboxylase small subunit"
"812","slr0011",-0.199815522613497,-0.896857659849686,0.697042137236189,"rbcX","possible Rubisco chaperonin"
"813","sll0517",0.175308666856534,-0.0555571576392685,0.230865824495802,"rbp1; rbpA","putative RNA binding protein"
"814","sll0569",-0.528008937117178,-1.135687137785,0.607678200667821,"recA","RecA gene product"
"815","sll1277",0.204577296658214,0.216773779418093,-0.0121964827598789,"recF","RecF protein"
"816","slr0020",0.119451408681236,-0.246876976839123,0.366328385520359,"recG","DNA recombinase"
"817","sll1354",0.150392663751234,0.327188120092614,-0.17679545634138,"recJ","single-strand-DNA-specific exonuclease RecJ"
"818","sll1520",-0.1733087790507,0.18626948984457,-0.35957826889527,"recN","DNA repair protein RecN"
"819","slr1536",0.133217262137478,0.72294589264315,-0.589728630505672,"recQ","ATP-dependent DNA helicase RecQ"
"820","slr1426",0.224451605089214,-0.484566463020573,0.709018068109787,"recR","recombination protein RecR"
"821","ssl3177",0.216992363907249,-0.041559962431439,0.258552326338688,"repA","hypothetical protein"
